"","palabra","media_agrado","media_activacion","media_imaginabilidad"
"1468","desierto",0.333,0,0.667
"1469","revelar",0.333,0.667,0.333
"1470","marco",0.167,-0.5,1
"1471","hundir",-0.667,0.5,1
"1472","ferrocarril",0.667,0.667,1
"1473","secundario",0.167,0.167,0.333
"1474","tumba",-0.5,-0.667,1
"1475","temblar",-0.5,0.5,0.833
"1476","salar",0,0.333,0.667
"1477","exponer",0.4,0.6,0.4
"1478","sabio",1,0.8,0.6
"1479","atrever",0.4,0.6,0.2
"1480","acostumbrar",-0.2,-0.2,0
"1481","estrenar",0.4,1,0.4
"1482","pintor",0.6,0.2,1
"1483","habia",0.4,-0.6,-0.4
"1484","capítulo",0.2,0.2,0.4
"1485","circunstancia",-0.2,0.2,-0.4
"1486","bolsillo",0.2,-0.8,1
"1487","operar",0,0.6,0.6
"1488","reflejo",0.4,-0.4,1
"1489","sucio",-0.8,-0.4,1
"1490","militar",-0.6,0,1
"1491","asiento",0,-0.8,1
"1492","músico",0.8,0.2,1
"1493","comunicar",0.6,0.6,0.8
"1494","ligar",0,0.667,0
"1495","atraer",0.8,0.6,0.2
"1496","molestar",-1,0.8,0.6
"1497","registrar",0,0.6,0.2
"1498","herido",-0.8,-0.8,1
"1499","ancho",0,0,1
"1500","ministerio",-0.2,-0.4,0.2
"1501","comentario",0.4,0.6,0.6
"1502","habitual",-0.2,0,0
"1503","consumir",-0.2,0.6,0.6
"1504","propósito",0.8,0.2,-0.6
"1505","básico",0,-0.2,-0.2
"1506","bar",0.4,-0.6,1
"1507","inventar",1,1,0.8
"1508","torno",-0.2,0.4,0.8
"1509","ayuntamiento",-0.167,0.167,0.167
"1510","mínimo",0,0,0
"1511","agregar",0,1,0.5
"1512","tratamiento",-0.333,0.667,0.667
"1513","facultad",0.333,0,0.667
"1514","cristo",0.333,0.167,1
"1515","nervioso",-1,0.6,1
"1516","inaugurar",0.5,1,1
"1517","condenar",-0.667,1,0.5
"1518","profundidad",0.333,-0.333,0.5
"1519","profesional",0.333,0.333,0.333
"1520","bonito",1,-0.5,0.833
"1521","buque",0,-0.167,1
"1522","confirmar",0,0.833,0.167
"1523","latino",0.4,-0.2,1
"1524","personalidad",0.2,0.2,-0.4
"1525","huella",0,-0.2,1
"1526","protección",0.4,1,0.8
"1527","moneda",0,-0.6,1
"1528","apreciar",0.8,1,0.2
"1529","juicio",-0.2,0.8,0.8
"1530","bolsa",0,-0.4,1
"1531","expedición",0.8,1,1
"1532","estremecer",-0.2,1,0.4
"1533","trabajador",0.2,0.8,0.8
"1534","tropical",1,0,1
"1535","coger",0.4,0.8,1
"1536","ciento",0,-0.2,-0.4
"1537","pantalla",0,-0.4,0.6
"1538","entorno",0.2,-0.6,-0.2
"1539","interpretación",0.2,0.8,0
"1540","verme",0.2,0.6,0.4
"1541","patrón",-0.2,0,0.8
"1542","misterio",0,0.6,0.4
"1543","clasificar",0.2,0.8,0.6
"1544","riesgo",-0.8,0.6,0.8
"1545","angustia",-0.8,0,0.8
"1546","infantil",0.4,0.6,0.8
"1547","saludar",0.6,1,0.6
"1548","tienda",0.2,0.4,0.6
"1549","célula",0,0.6,0.6
"1550","gemir",0,0.2,0.6
"1551","accidente",-0.8,-0.2,1
"1552","parroquia",0.4,-0.2,0.6
"1553","desempeñar",0.6,0.6,0.2
"1554","testigo",0,-0.2,0.8
"1555","tomo",0,-0.4,0.2
"1556","coronel",0.2,0.6,0.8
"1557","capital",-0.2,0,-0.2
"1558","tierno",1,0.4,1
"1559","adoptar",0.8,1,1
"1560","pasillo",0,-0.2,0.8
"1561","dominar",0.2,1,1
"1562","habilidad",0.8,0.8,0.8
"1563","protagonista",0.8,0.8,1
"1564","espectáculo",0.4,0.2,1
"1565","pista",0.4,-0.2,0.4
"1566","melodía",1,0.4,1
"1567","percibir",1,0.2,0.6
"1568","promesa",0.8,0.6,0
"1569","ternura",1,-0.4,0.8
"1570","soltar",0.2,0.6,1
"1571","superior",0,0.2,0.6
"1572","factor",0,0,-0.4
"1573","conquistar",0,1,0.8
"1574","conceder",0.2,-0.2,0.2
"1575","discográfico",0,-0.2,-0.2
"1576","charlar",0.6,1,1
"1577","hielo",-0.4,-0.4,1
"1578","maravilloso",0.8,0.2,0.8
"1579","estatal",-0.2,-0.2,-0.4
"1580","regla",0.2,-0.2,1
"1581","lanzamiento",0.2,0.8,0.6
"1582","corazon",0.6,0.4,1
"1583","explicación",-0.2,0.6,0.4
"1584","maestro",0.4,0.6,0.6
"1585","técnica",0.4,-0.2,0
"1586","cliente",0.2,0.4,0.8
"1587","químico",0,0,0.6
"1588","amenazar",-0.8,0.8,0.8
"1589","argumento",0,0,0.4
"1590","fantasía",1,0.4,0.8
"1591","presidir",0.2,1,0.2
"1592","costa",0.8,-0.6,1
"1593","complejo",0,0.2,0.6
"1594","fino",0.2,-0.6,0
"1595","oculto",0,-0.2,-0.2
"1596","bastar",-0.2,0,-0.4
"1597","forzar",-0.6,0.4,0.6
"1598","diócesis",-0.2,0,0
"1599","show",0.4,0.6,0.8
"1600","futbolista",0.4,0.8,1
"1601","opción",0.4,0.2,0.4
"1602","fresco",0.8,-0.2,0.8
"1603","cálido",1,-0.2,1
"1604","autónomo",0.2,0.4,0.4
"1605","sello",0,-0.6,0.8
"1606","diferenciar",0,0.8,0
"1607","trayectoria",0.2,0.4,0.8
"1608","enterrar",-0.6,0.4,1
"1609","anciano",0.6,-0.4,1
"1610","ejecutar",-0.4,0.8,0.6
"1611","reforma",0.2,1,0.6
"1612","fama",0.4,0.2,0.8
"1613","monasterio",0.2,-0.4,0.6
"1614","maldito",-1,0,0.8
"1615","encantar",0.8,0.8,0.6
"1616","carretero",0,-0.2,0
"1617","confianza",1,0.2,0.8
"1618","brillo",0.8,0.4,1
"1619","representante",0.2,0.2,0.6
"1620","ascender",0.8,1,0.8
"1621","concluir",-0.2,0.6,0.4
"1622","cigarrillo",0,-0.2,1
"1623","latino",0.4,-0.2,1
"1624","presentación",0.4,0.8,0.8
"1625","transportar",0,1,1
"1626","centrar",0.4,0.8,0.6
"1627","capturar",0.2,1,1
"1628","medalla",1,0.6,1
"1629","análisis",0.8,1,0.4
"1630","acceder",1,1,0.6
"1631","carro",0.2,0.4,1
"1632","dimensión",0.4,-0.2,0.4
"1633","arquitecto",0.2,0.6,1
"1634","cruel",-1,1,0.8
"1635","leche",0.2,0,1
"1636","colaborar",0.8,1,1
"1637","salida",0.4,-0.4,0.6
"1638","internet",0.4,0.4,1
"1639","cueva",0,-0.4,1
"1640","sustituir",-0.2,1,0.4
"1641","pronunciar",0,0.6,0.6
"1642","provincial",0.2,0,0.4
"1643","copar",0.2,0.8,0.2
"1644","olímpico",1,0.4,1
"1645","trato",0,0.8,0
"1646","ceder",0,0.6,0.6
"1647","registro",0,0,0.6
"1648","sacerdote",0.2,0.6,0.6
"1649","gonzález",0,0,0
"1650","jamar",0,0.2,-0.4
"1651","héroe",0.8,0.6,1
"1652","originalmente",0.2,-0.2,0.2
"1653","carretera",0.4,-0.4,1
"1654","elaborar",0.6,1,0.6
"1655","fabricar",0.8,1,1
"1656","reemplazar",0.2,1,0.8
"1657","acudir",0.4,0.8,0.8
"1658","dama",0.8,0,0.8
"1659","copia",-0.2,-0.2,0.4
"1660","eco",0.2,0,0.6
"1661","cerveza",0.4,-0.2,0.8
"1662","asamblea",0.2,0.8,0.8
"1663","alegre",1,0.4,0.8
"1664","poderoso",0.4,0.8,0.8
"1665","normalmente",0.2,0,-0.4
"1666","espera",0,-0.4,0.2
"1667","banco",0.4,-0.6,0.6
"1668","vacío",-0.4,-0.2,0.6
"1669","lindo",0.8,0.2,0.8
"1670","alianza",0.6,0.4,0.8
"1671","violencia",-1,1,0.8
"1672","cementerio",-0.8,-0.8,0.6
"1673","equivocar",-0.4,1,0.6
"1674","cañón",-0.4,0.8,0.8
"1675","entidad",0,0.4,-0.2
"1676","pequeño",0.8,-0.4,0.8
"1677","apretar",-0.2,0.8,0.4
"1678","fenómeno",1,0.8,0.8
"1679","bañar",0.6,0.8,1
"1680","descanso",1,-0.6,1
"1681","pantalón",0.2,0.4,1
"1682","concentrar",1,1,0.2
"1683","interesante",1,0.8,0.2
"1684","logro",1,0.8,0.4
"1685","rural",0.6,0.2,0.8
"1686","disponible",0.6,0.2,0.6
"1687","muestra",0,-0.2,0.6
"1688","descender",0.4,0.8,0.6
"1689","desesperar",-0.6,0.2,0.6
"1690","clavar",0,0.8,1
"1691","arrojar",0.2,0.8,0.8
"1692","acontecimiento",0.6,0.2,0.2
"1693","conectar",0.6,1,0.6
"1694","informar",0.6,1,0.8
"1695","cultivo",0.5,0.333,0.833
"1696","conocido",0,0,0.4
"1697","fila",-0.2,-0.8,0.6
"1698","agradecer",0.8,1,1
"1699","secar",0,0.2,0.8
"1700","apuntar",0,0.6,0.4
"1701","agente",-0.2,0.4,0
"1702","practicar",0.4,1,0.6
"1703","proyectar",0.8,0.4,0.8
"1704","hierro",-0.4,-0.8,1
"1705","criatura",0.6,0,0.6
"1706","cadáver",-0.6,-1,1
"1707","competencia",-0.4,0.8,0.4
"1708","mancha",-0.6,-0.6,1
"1709","alba",0.6,-0.8,0.2
"1710","someter",-1,1,0.4
"1711","transcurrir",0.2,-0.6,0
"1712","atender",0.4,1,0.8
"1713","asesinato",-1,0.6,0.8
"1714","fábrica",0,0.2,0.8
"1715","otoño",0.6,-0.6,1
"1716","rodar",0.2,0.8,1
"1717","organismo",0,0.6,0
"1718","ingeniero",0.2,0.8,0.8
"1719","electrónico",0.2,0.2,0.6
"1720","imaginación",1,0.2,-0.2
"1721","juez",-0.2,0.6,1
"1722","cristiano",0.6,0.2,0.6
"1723","localización",0,-0.2,0
"1724","vientre",0.6,0.2,0.8
"1725","vicepresidente",0.2,0,0.8
"1726","umbral",-0.2,-0.6,-0.4
"1727","encabezar",0.4,0.8,0.8
"1728","mapa",0,-0.8,1
"1729","anual",-0.2,-0.2,0.2
"1730","rodilla",0.2,0.2,1
"1731","dificultad",-0.4,0.4,0.4
"1732","reciente",0,0.2,-0.2
"1733","curiosidad",0.6,0.6,0
"1734","únicamente",0,-0.2,0
"1735","órgano",0,0.2,0.6
"1736","plato",0.4,0,1
"1737","prensa",0.2,0.6,0.4
"1738","interrumpir",-0.6,1,0.6
"1739","ciudadano",0.6,0.6,0.8
"1740","calma",1,-0.6,1
"1741","ópera",1,0.6,1
"1742","formato",0,-0.4,-0.2
"1743","sugerir",0.4,1,0
"1744","figurar",0,0.4,-0.8
"1745","borde",0,0,0.667
"1746","experimentar",0.667,1,0.5
"1747","débil",-0.6,-0.6,0.6
"1748","enseñanza",0.8,1,1
"1749","ignorar",-0.4,0.6,0
"1750","portar",0,0.4,0
"1751","tabla",0.2,-0.4,0.8
"1752","perdón",0.8,1,0.2
"1753","sumar",0.4,1,1
"1754","excepción",0.2,0.6,-0.4
"1755","aprobar",1,1,0.6
"1756","continuación",0.2,0.4,-0.2
"1757","sudor",-0.8,0.4,1
"1758","fiel",0.8,0.8,0.6
"1759","contrario",0.2,0.4,0.4
"1760","tribu",0.4,0.4,1
"1761","traje",0.2,-0.4,1
"1762","dulzura",1,0,0.8
"1763","nocturno",0.6,0,0.8
"1764","múltiple",0.2,0.2,0.2
"1765","confiar",1,0.6,0
"1766","cometer",-0.2,0.6,-0.8
"1767","sufrimiento",-0.8,0.2,0.4
"1768","asociar",0.2,0.6,0.6
"1769","combatir",-0.4,0.6,0.8
"1770","capa",0.2,-0.2,1
"1771","paseo",1,0.6,1
"1772","agricultura",0.4,0.4,0.8
"1773","lectura",0.8,0.8,1
"1774","rendir",0,0.2,0.6
"1775","coordenado",0,0,-0.2
"1776","cuidado",0.6,1,0.6
"1777","nieve",0.6,0.2,1
"1778","clasificación",0,0.6,0.6
"1779","preciso",0.2,0,0.6
"1780","celular",0,0,0.2
"1781","nieto",0.8,0,1
"1782","vena",-0.2,-0.4,1
"1783","piano",0.8,0.2,1
"1784","pasear",1,1,1
"1785","ámbito",0,-0.2,-0.2
"1786","debut",0.6,1,0.4
"1787","avenir",0.6,0.8,0
"1788","identidad",0,0,0
"1789","colaboración",1,1,0.4
"1790","medicina",0.4,0.4,0.8
"1791","exigir",-0.4,1,0.6
"1792","venta",-0.2,1,0.8
"1793","denominación",0,0.2,-0.2
"1794","temprano",0.4,0.4,0.4
"1795","recostar",0.4,0,0.4
"1796","infraestructura",0.4,-0.2,0.6
"1797","peligroso",-0.4,0.8,0.6
"1798","fundamental",0.6,0.2,0.2
"1799","lobo",0,0.2,1
"1800","médico",0.6,0.6,1
"1801","península",0.2,-0.6,0.8
"1802","perdonar",0.6,1,1
"1803","fijamente",0.2,1,0.2
"1804","mio",0.4,0.6,0.8
"1805","promedio",0.2,0,0.6
"1806","evolución",0.8,0.8,0
"1807","estatua",0.2,-0.8,1
"1808","coalición",-0.6,0.8,0.4
"1809","tribunal",-0.6,0.4,0.4
"1810","llover",0.4,1,1
"1811","potencia",0.6,0.4,0.2
"1812","seguramente",0.6,-0.2,0
"1813","comportamiento",0.2,0.6,0.4
"1814","invasión",-0.2,1,0.8
"1815","valle",0.8,-0.8,1
"1816","noreste",0,-0.4,0.2
"1817","cuadrar",-0.2,0.6,-0.8
"1818","asesino",-0.8,1,0.4
"1819","brotar",0.2,1,0.4
"1820","infinito",0.4,-0.6,0
"1821","camisa",0.2,-0.6,1
"1822","semilla",0.6,-0.2,0.8
"1823","respeto",1,0.2,0.4
"1824","fotografía",0.6,-0.4,1
"1825","pesar",-0.6,-0.6,0.2
"1826","distribuir",0,0.6,0.4
"1827","indio",0,-0.6,0.4
"1828","alcohol",0.2,0,0.8
"1829","taller",0.2,0,1
"1830","proceder",0,0.6,0
"1831","presa",-0.6,-0.4,0.8
"1832","onda",1,0.4,0.8
"1833","pelear",-0.6,1,0.8
"1834","prácticamente",0.4,0.2,0.2
"1835","correcto",0.8,0.2,0.6
"1836","retablo",0,-0.4,-0.2
"1837","existente",0.2,0.2,0.6
"1838","aguardar",-0.6,-0.8,0.4
"1839","mojar",0.2,1,0.8
"1840","fijo",0,-0.6,0.2
"1841","recorrido",0.2,0.4,0.6
"1842","arco",0.4,0,0.8
"1843","mental",0.6,0.4,0.2
"1844","televisivo",-0.2,0.2,0.6
"1845","tesoro",1,-0.6,0.6
"1846","ciclo",0,0.6,0.6
"1847","murmurar",-0.6,1,0.8
"1848","oler",0.4,1,0.8
"1849","responsabilidad",0.2,0.6,0.6
"1850","historiador",-0.2,0.2,0.4
"1851","abogado",0,0.8,0.6
"1852","corriente",-0.2,0.6,0.6
"1853","respiración",0.6,1,1
"1854","you",0.4,0.4,0.6
"1855","concurso",0.4,0.8,0.4
"1856","amarillo",0.4,0.2,1
"1857","científico",0.8,0.8,0.8
"1858","eternidad",0.4,-0.4,0.2
"1859","mariposa",0.6,0.4,1
"1860","anillo",0.2,-0.6,0.8
"1861","baile",1,1,1
"1862","limpio",1,0.2,1
"1863","humano",0.8,0.8,0.8
"1864","calmar",1,0.6,1
"1865","individual",0,0.4,0.2
"1866","orgullo",0.2,0.8,0.8
"1867","altitud",0,-0.2,0.2
"1868","apariencia",0.4,-0.4,0.8
"1869","definitivamente",0,0,0.4
"1870","reserva",0.2,-0.4,0.4
"1871","extenso",0,-0.4,0.2
"1872","huevo",0.2,0,0.8
"1873","adecuar",0.8,0.8,1
"1874","escultura",0.833,-0.333,1
"1875","cesar",0,0.667,0.833
"1876","trono",-0.2,-0.2,0.6
"1877","comité",-0.2,0,0.8
"1878","acusar",-0.6,0.4,0.8
"1879","gestión",-0.2,0.2,0.6
"1880","selva",1,0.6,0.6
"1881","bahía",1,-0.2,0.8
"1882","estrellar",-0.2,1,1
"1883","solicitar",0.4,0.6,0.2
"1884","nba",0,0,0.2
"1885","terror",-0.6,0.8,0.6
"1886","brindar",1,1,1
"1887","grabado",0.6,-0.2,1
"1888","tratado",0.2,0,0.4
"1889","triunfo",0.8,0.8,0.8
"1890","fundador",0,0.8,0.4
"1891","sangrar",-0.8,0.2,1
"1892","entrenador",0.2,0.6,0.8
"1893","sagrado",0.2,-0.2,-0.2
"1894","crimen",-1,0.2,0.2
"1895","national",0.2,0.2,0
"1896","promover",0.6,0.6,0.2
"1897","conquista",0.6,0.4,0.6
"1898","oreja",0.2,-0.2,1
"1899","prisión",-0.8,-0.2,0
"1900","sendero",1,0.4,1
"1901","virgen",0.4,0.2,0.2
"1902","resistir",0.2,0.6,0.4
"1903","tambien",0.8,0.6,0.2
"1904","crítica",0.4,0.8,0.2
"1905","arroyo",1,0.6,1
"1906","justo",0.6,0.6,0.6
"1907","traducir",0.4,0.2,0.6
"1908","vaciar",-0.2,0.2,0.2
"1909","agarrar",0.2,0.4,0.6
"1910","adentro",0.4,-0.4,0.8
"1911","porqué",0,0,0
"1912","permanente",0,0.6,-0.2
"1913","reclamar",-0.8,0.8,0.8
"1914","oficialmente",0,0.2,0
"1915","abismo",-0.6,-0.6,0.2
"1916","oposición",-0.4,0.8,0.6
"1917","ahogar",-1,1,0.8
"1918","competición",0.4,1,1
"1919","futuro",0.8,0.8,-0.4
"1920","militar",-0.2,0.6,0.6
"1921","característico",0,-0.4,0
"1922","democrático",0.6,0.4,0.6
"1923","freír",-0.2,0.8,1
"1924","puta",-0.4,0.8,0.4
"1925","electoral",-0.2,0.8,0.8
"1926","delgado",0.4,0.2,0.6
"1927","aldea",0.4,0.2,0.8
"1928","albergar",0.6,0.8,0.6
"1929","lector",1,0.8,1
"1930","poblar",0.2,0.8,0.6
"1931","extranjero",0.2,0,0.6
"1932","virtud",0.8,0.2,0.6
"1933","virgen",-0.2,-0.2,0.6
"1934","adulto",0.2,0.2,0.8
"1935","pesadilla",-0.8,0.4,0.4
"1936","multitud",-0.8,0.6,1
"1937","dorar",0.4,0.8,0.8
"1938","jurar",-0.2,0.6,0.4
"1939","previo",0,0,0
"1940","inteligencia",0.8,0.8,0.8
"1941","herramienta",0.4,0.6,0.8
"1942","contrario",0,0.2,0
"1943","apertura",0.2,0.2,0.4
"1944","aliado",0.8,0.2,0.4
"1945","lavar",0.8,1,1
"1946","presidencia",0,0.6,0.8
"1947","programar",0.8,0.8,0.8
"1948","cantante",0.4,0.4,0.8
"1949","pago",0.2,0.2,0.8
"1950","primario",0.4,0.4,0
"1951","gozar",1,0.8,0.8
"1952","suceso",0,0,0
"1953","acostar",0.4,0.8,0.4
"1954","grande",0.2,0.4,0.4
"1955","reunión",0.6,0.6,1
"1956","nostalgia",0,0,0.2
"1957","advertir",0,0.8,0.6
"1958","solista",0.6,0.6,1
"1959","conversar",0.6,1,1
"1960","impulsar",0.4,0.8,1
"1961","silencioso",0,0.2,0.8
"1962","recientemente",0.2,0.2,-0.2
"1963","mezcla",0.2,-0.2,0.2
"1964","herida",-1,0.8,1
"1965","primo",0.2,0.2,0.2
"1966","murmullo",-0.4,1,0.6
"1967","agitar",0.2,1,0.8
"1968","batería",0,0.4,0.8
"1969","rutina",-0.8,0.2,0.2
"1970","milagro",0.8,0.4,-0.4
"1971","tramo",0,0,-0.2
"1972","cabecera",0,0.2,0.2
"1973","familiar",0.8,0,0.2
"1974","bien",1,0.4,0.4
"1975","contribuir",1,0.6,0.8
"1976","arquitectónico",0.6,0.2,0.2
"1977","declaración",0,1,-0.2
"1978","dias",0,0.2,0.6
"1979","llama",0.4,0.4,1
"1980","ascenso",0.6,1,0.6
"1981","ama",-0.2,0.2,0.2
"1982","excelente",1,0,0.2
"1983","fluir",0.4,0.8,0.2
"1984","audiencia",0.4,0.2,0.2
"1985","riqueza",0.8,0,0.4
"1986","modificar",0.4,1,0.6
"1987","vela",0.4,-0.2,1
"1988","engañar",-1,1,1
"1989","exitoso",1,0.6,0.2
"1990","loco",0,0.2,0.8
"1991","indígena",0.2,0.4,1
"1992","miel",0.6,-0.6,1
"1993","mentir",-0.8,0.8,0.8
"1994","tendencia",0.2,0,-0.8
"1995","piedad",0.2,0.4,-0.8
"1996","solar",0.6,0.2,0
"1997","turismo",1,1,1
"1998","moral",1,0.2,-0.6
"1999","borrar",0,1,-0.2
"2000","decreto",0,0.6,-0.6
"2001","definitivo",0,0.4,-0.8
"2002","aqui",0.4,-0.2,-0.4
"2003","cura",0.2,-0.2,0.4
"2004","especializar",0.2,0.6,-0.6
"2005","fumar",-0.6,1,1
"2006","droga",-0.8,0.8,1
"2007","monje",0.2,-0.2,0.6
"2008","azul",0.8,-0.6,1
"2009","notable",0.4,-0.2,-0.4
"2010","oriente",0.2,-0.2,0
"2011","vidrio",0.2,-0.6,1
"2012","renta",-0.2,-0.2,0.2
"2013","amigo",1,0.4,0.8
"2014","pato",0.6,0.6,1
"2015","precioso",1,-0.4,0.4
"2016","pluma",1,0.2,1
"2017","atar",-0.2,0.8,1
"2018","satisfacer",1,1,0
"2019","caliente",0.4,0,1
"2020","agrupar",0,0.8,1
"2021","nominar",0.2,0.8,0.2
"2022","posesión",0,0.4,0
"2023","respetar",1,0.8,0.6
"2024","precisamente",0.2,0,0
"2025","implicar",0,0.4,0
"2026","editorial",0.2,0.2,0.8
"2027","misterioso",0,0,0.2
"2028","impacto",-0.2,0.6,0.6
"2029","margen",0,0,0.2
"2030","descubrimiento",1,0.8,0.8
"2031","constar",0,-0.2,-1
"2032","sabio",1,0.2,0.6
"2033","isleño",0.2,0,0.6
"2034","cárcel",-0.6,-0.4,0.6
"2035","tradicionalmente",0.4,0,-0.2
"2036","manifestar",0,0.6,0.4
"2037","invisible",0,0,0.6
"2038","propuesta",0.6,0.8,0.2
"2039","universitario",0.8,0.6,0.8
"2040","paular",0,0,-0.6
"2041","divertir",0.8,0.8,0.4
"2042","rueda",0.4,0.6,1
"2043","ventaja",0.2,0.4,0
"2044","ubicación",0,-0.4,0.2
"2045","patrimonio",-0.2,0,0.2
"2046","vano",-0.4,-0.4,-0.6
"2047","signo",0.2,-0.2,0.2
"2048","bestia",-0.2,0.4,1
"2049","convento",-0.6,-0.6,1
"2050","pico",0.4,0.6,0.8
"2051","tour",0.6,0.8,0.6
"2052","comprobar",0.6,1,0.4
"2053","estallar",-0.6,1,0.6
"2054","ejercicio",0.4,1,1
"2055","físico",0.4,0.2,0.6
"2056","lloro",-1,0.6,1
"2057","lucir",0.8,0.6,0.6
"2058","insistir",-0.8,1,0.4
"2059","disposición",0.6,0,-0.2
"2060","pobre",-0.8,-0.6,0.8
"2061","escala",0.4,-0.2,0.2
"2062","eje",0.6,-0.2,0.6
"2063","madrugada",0.6,0,0.8
"2064","invitado",0.4,0,0.8
"2065","danzar",0.8,1,0.8
"2066","ciego",-0.4,-0.8,0.6
"2067","jornada",0,0.4,0.4
"2068","enemigo",-0.8,0.2,0.6
"2069","exacto",0.833,0.167,0.667
"2070","adaptar",0.4,0.6,0
"2071","impulso",0.4,0.8,-0.2
"2072","aparato",0.2,-0.4,0.6
"2073","comarca",0.6,-0.6,1
"2074","pelea",-0.833,1,1
"2075","legislatura",-0.167,0,0.667
"2076","explotar",-0.5,1,0.833
"2077","respectivamente",0.167,0,-0.667
"2078","específico",0.333,0,-0.5
"2079","manejar",0.5,1,0.667
"2080","productor",0.4,0.6,0.8
"2081","automóvil",0.8,0.6,1
"2082","toro",0.4,0.6,0.8
"2083","prisa",-0.4,1,1
"2084","posiblemente",0.2,-0.2,-0.4
"2085","aumento",0.2,0.4,0.6
"2086","isleño",0.6,0,0.8
"2087","delante",0.2,0,0.8
"2088","victoria",1,0.6,1
"2089","alzar",0.667,1,1
"2090","material",0,0,0.5
"2091","canto",1,0.833,0.833
"2092","delicado",0.667,0,0.833
"2093","tardar",-0.667,0.167,0.667
"2094","originario",0.2,0.2,0.2
"2095","coincidir",0.8,0.6,0.2
"2096","ensayo",0.6,0.6,0.8
"2097","penetrar",0.2,1,0.8
"2098","candidatura",0.2,0.8,0.2
"2099","talvez",0,0,0
"2100","desesperación",-1,0.6,0.6
"2101","avenida",0,0.6,1
"2102","semifinal",0.6,0.6,0.8
"2103","planear",1,1,0.6
"2104","seguro",0.8,0.8,0.4
"2105","comparar",-0.2,0.4,1
"2106","agradable",1,0.4,0.4
"2107","quebrar",0,1,0.8
"2108","fórmula",0.4,0,0.8
"2109","colectivo",0.4,0.4,0.8
"2110","silueta",0.6,0.2,1
"2111","renunciar",0,0.8,0.8
"2112","supremo",0.8,0,-0.2
"2113","rosa",0.6,0.4,1
"2114","prever",0.6,0.8,0.2
"2115","intervención",0,1,0.2
"2116","despierto",0.2,0.8,0.4
"2117","usuario",0,0.6,0.8
"2118","anciano",0.4,0.2,1
"2119","contratar",0.4,0.8,0.2
"2120","monstruo",-0.571,0.429,1
"2121","restaurante",0.833,0.333,1
"2122","tarde",0.5,0.5,0.833
"2123","humor",0.833,0.833,0.833
"2124","plantar",0.6,0.8,1
"2125","saber",1,0.8,0.8
"2126","bomba",-0.4,0.8,1
"2127","inundar",-0.2,0,1
"2128","cuchillo",-0.2,0.2,1
"2129","homenaje",1,0.8,1
"2130","consolidar",0.4,0.2,0.2
"2131","competir",0.6,1,0.8
"2132","league",0.2,0.2,-0.2
"2133","coste",0.2,-0.2,-0.2
"2134","concentración",0.6,0.6,0.2
"2135","elegido",0.6,0.8,0.8
"2136","definición",0.4,0,-0.2
"2137","exactamente",0.4,0.2,-0.4
"2138","combinar",0.2,0.4,0.2
"2139","ceremonia",0.4,0.2,0.8
"2140","cruz",-0.4,0,1
"2141","criticar",-0.8,0.8,0.6
"2142","inocente",0.6,-0.2,0.8
"2143","palpitar",0.4,0.6,0.4
"2144","ganador",0.8,1,0.8
"2145","celebración",1,0.8,1
"2146","hilo",0,0,1
"2147","pisar",-0.2,0.6,1
"2148","basura",-0.8,-0.2,1
"2149","mueca",0.2,0.6,0.8
"2150","extranjero",0.4,0.2,0.4
"2151","endémico",-0.8,1,0
"2152","bronce",0.2,0,0.8
"2153","pálido",0,-0.2,1
"2154","legislativo",-0.4,0.4,-0.4
"2155","católico",-0.8,-0.4,0.2
"2156","posar",0.4,0.4,0.6
"2157","preocupación",-1,0.6,0.2
"2158","amargo",-1,-0.6,1
"2159","hembra",0.4,-0.4,1
"2160","escoger",0.6,0.8,0.2
"2161","procedente",-0.2,-0.4,0.2
"2162","técnico",0.167,0,0.167
"2163","consuelo",0.333,0,0.333
"2164","confesar",-0.167,0.5,0.167
"2165","pop",0.6,0.6,0.8
"2166","socialista",0.167,0.333,0.5
"2167","español",0.333,0,0.333
"2168","contexto",0,-0.4,0.2
"2169","humedad",-0.4,0,1
"2170","moda",0.2,0.4,0.6
"2171","ganadería",0.2,0,1
