"","palabra","media_agrado","media_activacion","media_imaginabilidad"
"2172","creencia",0.4,0.4,0.2
"2173","correspondiente",0,-0.2,-0.2
"2174","enfermo",-1,-1,0.8
"2175","turístico",0.8,0.2,1
"2176","plataforma",-0.2,0.4,0.4
"2177","clave",0,0.4,0.6
"2178","ánimo",0.4,0.4,0.6
"2179","discurso",0.2,1,1
"2180","internacional",0.4,0,0.8
"2181","hondo",0.2,-0.8,1
"2182","claramente",0.4,-0.4,0
"2183","obligación",-0.4,0.4,0.8
"2184","sal",0.2,0,1
"2185","beneficio",0.8,0.4,0.2
"2186","montañoso",0.6,-0.2,1
"2187","miar",0.2,0.4,-0.4
"2188","sesión",0,0,0.2
"2189","evidente",0,0.2,0.4
"2190","retrato",0,-0.2,1
"2191","permiso",0,0.4,0.8
"2192","destrucción",-0.6,0.6,1
"2193","galería",0,0,1
"2194","cotidiano",0.4,0.6,0.6
"2195","limpiar",0.4,1,1
"2196","autobús",-0.4,0.4,1
"2197","ruina",-0.4,-0.4,1
"2198","atribuir",-0.2,0.2,0
"2199","despues",0.2,-0.2,0.4
"2200","biografiar",0.4,0.2,0.2
"2201","sureste",0,0,0.4
"2202","danza",0.6,0.8,1
"2203","mecanismo",0.4,1,0.8
"2204","cercanía",0.8,0,0.6
"2205","ficción",0.6,0.6,0.8
"2206","escupir",-0.6,1,1
"2207","trozo",-0.2,0.2,1
"2208","niño",0.8,0.6,1
"2209","gastar",-0.4,0.8,1
"2210","instrucción",0.4,1,0.6
"2211","nacionalista",-0.2,0,1
"2212","espiritual",0.4,-1,0.8
"2213","frecuente",0.6,0.2,0.2
"2214","muralla",0.4,-0.6,1
"2215","honor",0.6,-0.4,0.2
"2216","empapar",-0.2,0.2,1
"2217","firma",0.4,0.8,1
"2218","judicial",-0.8,-0.4,0.6
"2219","derrota",-0.8,0.2,1
"2220","ira",-0.8,0.8,0.8
"2221","apoderar",-0.2,0.8,0
"2222","regular",-0.4,-0.2,0.2
"2223","establecimiento",0,-0.4,1
"2224","morder",0,1,1
"2225","rango",0,-0.2,0.4
"2226","tranquilidad",1,0.4,0.8
"2227","derramar",-0.2,1,1
"2228","compromiso",0.8,1,0.6
"2229","positivo",1,1,0.8
"2230","brigada",-0.2,-0.2,0.2
"2231","bit",0.4,0.2,0
"2232","cigarro",-1,-0.6,1
"2233","aburrir",-1,-0.6,1
"2234","empujar",-0.4,1,1
"2235","oración",0.6,0.6,1
"2236","admitir",0.8,1,0.6
"2237","rol",0.4,1,0.8
"2238","insecto",-0.8,0.6,0.8
"2239","atlántico",0.8,0.8,1
"2240","abundante",0.8,0.6,1
"2241","orquesta",1,1,1
"2242","aproximar",0.2,0.6,0.6
"2243","certeza",0.6,0.4,-0.2
"2244","mediterráneo",0.8,0.4,0.6
"2245","diablo",-0.6,0.8,1
"2246","extremo",-0.4,0.4,0.4
"2247","talento",1,1,0.667
"2248","proveniente",0.2,-0.2,0.2
"2249","empleado",-0.6,-0.2,0.8
"2250","naval",0,0.4,1
"2251","curioso",0.8,1,1
"2252","tensión",-1,0,0.8
"2253","representativo",0,0.4,0.2
"2254","noble",1,0.6,0.6
"2255","cerro",0.6,-0.8,1
"2256","conexión",0.8,0.6,0.8
"2257","sumergir",0,0.6,1
"2258","increíble",0.6,0.4,1
"2259","tibio",0.4,-0.4,1
"2260","artista",0.8,1,1
"2261","expansión",0,0.8,0.6
"2262","músico",1,1,1
"2263","cuerda",0,-0.2,1
"2264","paralelo",0,-0.2,0.8
"2265","arreglar",0.8,1,1
"2266","anotar",0,1,0.8
"2267","nuclear",-0.4,0.6,0
"2268","tembloroso",-0.8,0.4,1
"2269","paraíso",1,0.2,0.8
"2270","comunista",0,0.4,0.6
"2271","cintura",0.2,-0.4,1
"2272","liderar",0.4,1,1
"2273","muñeca",1,-0.8,1
"2274","terrestre",0.4,-0.2,1
"2275","equilibrio",0.6,0.6,1
"2276","salvaje",0.4,1,0.8
"2277","estrategia",0.6,1,0.6
"2278","castillo",0.8,-0.4,1
"2279","externo",0,-0.2,0.8
"2280","videojuego",0.6,-0.2,1
"2281","impresión",0,0.6,0.4
"2282","lista",0,-0.2,1
"2283","aguantar",-0.8,0.6,0.8
"2284","guía",0.8,0.8,0.8
"2285","listar",0,1,0.2
"2286","cultivar",1,1,1
"2287","pozo",-0.4,-0.8,1
"2288","prender",0,0.2,0.4
"2289","acomodar",0.6,0.8,0.8
"2290","apartar",0,0.8,1
"2291","circuito",0.2,0,0.6
"2292","absurdo",-0.6,-0.6,0.6
"2293","discutir",-0.8,1,1
"2294","altar",0.2,-0.4,1
"2295","feo",-0.8,-0.6,0.8
"2296","fuertemente",0.2,0.6,0.2
"2297","latín",0.2,-0.2,-0.4
"2298","inspiración",1,1,0.6
"2299","castellano",0.2,0.2,1
"2300","desvanecer",-0.4,0.4,0.4
"2301","discusión",-0.6,1,0.8
"2302","yacer",-0.2,-1,0.8
"2303","gobernador",-0.2,0.6,1
"2304","expulsar",-0.6,1,0.6
"2305","mortal",-0.6,0.6,0.4
"2306","promoción",0.8,0.4,0.2
"2307","estimar",0.4,0.8,0.4
"2308","rasgo",0.2,-0.4,0.6
"2309","cita",0.4,0.6,0.8
"2310","horrible",-1,0.2,1
"2311","fracaso",-1,-0.6,0.4
"2312","amenaza",-0.8,1,1
"2313","admirar",0.8,0.8,1
"2314","varón",0.2,0.2,0.8
"2315","principal",0.4,0.4,0.2
"2316","líneo",0.2,0.2,0.6
"2317","serpiente",-0.2,0.8,0.8
"2318","marqués",0.4,0.2,0.6
"2319","transferir",0.2,0.8,0
"2320","emprender",1,1,0.6
"2321","venganza",-1,1,1
"2322","plazo",-0.4,0,0.4
"2323","reaccionar",-0.4,1,0.6
"2324","conclusión",0.2,0.2,0.8
"2325","avance",1,1,1
"2326","complejo",0.2,0.4,0.2
"2327","rival",-1,0.8,0.4
"2328","atardecer",1,-0.4,1
"2329","barro",-0.2,-0.6,0.8
"2330","ansia",0,0,0.4
"2331","apurar",-0.6,1,0.8
"2332","étnico",0.6,0,0.6
"2333","librar",0.8,1,0.6
"2334","dinastía",-0.2,-0.4,0.2
"2335","botánico",0.8,-0.6,0.4
"2336","cobrar",-0.4,0.8,0.6
"2337","oficio",0.6,1,1
"2338","sincero",1,1,0.8
"2339","querido",1,0.6,1
"2340","responsable",0.6,1,0.8
"2341","cazar",-0.8,1,1
"2342","perfume",1,0,1
"2343","mixto",0.4,0,1
"2344","pelota",-0.2,-0.2,1
"2345","maldito",-1,0.6,0.6
"2346","anhelo",1,0.6,0.6
"2347","furia",-0.8,1,1
"2348","parado",-0.4,-0.2,1
"2349","efectuar",0.2,0.8,0.4
"2350","santo",0.6,0.4,0.8
"2351","repartir",0.4,1,1
"2352","arder",-0.4,0.2,1
"2353","inútil",-0.8,-0.8,1
"2354","inicial",0,0,0
"2355","complicar",-1,0.6,0.2
"2356","vergüenza",-0.4,-0.6,0.8
"2357","metálico",-0.2,-0.4,1
"2358","agudo",-0.2,0.6,0.4
"2359","fácilmente",1,0,0.4
"2360","suroeste",0.2,-0.2,0
"2361","vacio",-1,-0.6,0.8
"2362","violento",-1,1,1
"2363","perfectamente",0.6,0.8,1
"2364","intervenir",0.8,1,1
"2365","cansancio",-0.6,-0.4,1
"2366","pecado",-0.8,0.8,0.8
"2367","túnel",-0.4,-0.2,1
"2368","teniente",-0.4,0.8,1
"2369","ocupación",0.8,1,0.8
"2370","mario",0.6,0.4,0.6
"2371","personal",0.4,0.4,0.4
"2372","profundar",0,1,-0.4
"2373","mina",0.2,-0.4,0.8
"2374","respectivo",0.2,0.4,-0.6
"2375","lamento",-1,1,1
"2376","productor",0.8,1,0.8
"2377","timar",-0.8,1,0.6
"2378","consolar",0.6,1,1
"2379","probable",0.2,0.4,0.4
"2380","relativo",0.2,0,0.4
"2381","medieval",0.2,-0.2,0.4
"2382","significativo",0.8,1,0
"2383","bajo",0,0.2,0.8
"2384","espacial",0.6,-0.2,0.2
"2385","entraña",-1,-0.4,0.8
"2386","dulce",1,-0.2,1
"2387","sigla",0.2,-0.2,0.6
"2388","erigir",0.4,0.8,-0.2
"2389","vídeo",0.6,0.2,1
"2390","laboratorio",-0.2,0.8,1
"2391","niebla",-0.2,0.2,1
"2392","disminuir",-0.6,0.8,0
"2393","azúcar",1,0,1
"2394","cumpleaños",1,0,1
"2395","rumor",-0.4,1,1
"2396","bus",0,0.4,1
"2397","deuda",-0.8,-0.2,0.8
"2398","ejecución",0.4,0.8,0.8
"2399","funcionamiento",0.8,1,0.6
"2400","vapor",0,0.4,0.8
"2401","continente",0,-0.4,0.8
"2402","disimular",-0.2,0.4,0.6
"2403","paciente",0,-0.6,0.8
"2404","salto",0.4,0.8,0.6
"2405","instinto",0.6,0.8,0.2
"2406","mañana",0.8,0.8,0.8
"2407","infante",0.6,0.2,0.2
"2408","solar",0.6,0.2,0.4
"2409","tarjeta",0.2,0,1
"2410","software",0.2,0.6,0.2
"2411","agujero",-0.6,-0.4,0.8
"2412","crédito",0,0.4,0.8
"2413","carecer",-0.8,0,0.4
"2414","manga",0,-0.4,0.6
"2415","manifestación",0.2,1,0.8
"2416","cortina",0.2,-0.4,0.8
"2417","tropezar",-0.6,0.4,1
"2418","humilde",1,0,0.4
"2419","rozar",0.6,1,0.8
"2420","tragar",-0.2,0.6,0.8
"2421","desplazar",0,0.8,0
"2422","placa",0.2,-0.2,0.2
"2423","seleccionar",0.4,1,0.6
"2424","lecho",0.2,-0.4,0.6
"2425","totalidad",0.4,0,0
"2426","rabia",-1,0.2,0.8
"2427","creador",0.6,1,0.6
"2428","desprender",-0.2,0.6,0.4
"2429","revolucionario",0.8,1,0.2
"2430","sillón",0.8,-0.6,1
"2431","incrementar",0,0.8,0.4
"2432","saco",0.2,-0.2,1
"2433","enloquecer",-1,0.4,0.2
"2434","guerrero",-0.4,1,1
"2435","relativamente",0.2,0.2,0
"2436","sombrero",0.2,-0.4,1
"2437","rastro",0,0,1
"2438","camión",0.4,0.4,1
"2439","encargado",0.4,0.8,0.6
"2440","ducado",-0.2,0.2,-0.6
"2441","baloncesto",1,1,1
"2442","inteligente",1,0.8,0.4
"2443","aerolínea",0.6,0.2,0.6
"2444","mudar",0,1,0.8
"2445","depresión",-0.8,-0.4,0.8
"2446","referenciar",0,1,-0.4
"2447","senador",0,0.2,0.6
"2448","bola",0.2,0.2,1
"2449","recinto",0.4,0,0.8
"2450","sobrino",1,0.6,1
"2451","lastimar",-1,1,0.8
"2452","cinta",0,0,0.8
"2453","atlético",1,1,1
"2454","noroeste",0,-0.2,0.6
"2455","rocío",0.6,-0.2,0.8
"2456","dragón",0.2,0.8,1
"2457","frágil",0.2,-0.2,0.6
"2458","explosión",-0.4,1,1
"2459","aviación",0.8,0.6,1
"2460","cumbre",0.6,0.2,1
"2461","intensidad",0,0.2,-0.2
"2462","traducción",-0.2,0.4,0.2
"2463","grueso",-0.167,0.167,1
"2464","nido",0.833,0.667,1
"2465","empresario",0.167,0.833,0.667
"2466","resolución",0.333,0.5,0.333
"2467","popularidad",0.333,0.5,0.5
"2468","conferencia",0.333,0.833,0.833
"2469","norma",0.167,-0.167,0.167
"2470","interminable",0,0.333,0.667
"2471","mandato",0,0.333,0.333
"2472","temprano",0.5,0.5,0.833
"2473","componente",0,0.167,0.167
"2474","duración",0,0.167,-0.333
"2475","marchito",-0.333,-0.667,1
"2476","incendio",-0.833,1,1
"2477","distante",-0.6,0,0.6
"2478","demanda",-0.4,0.8,0.2
"2479","adaptación",0.4,0.4,-0.2
"2480","vereda",0,-0.4,0.8
"2481","centímetro",0,0,1
"2482","jazz",0.4,0.4,0.8
"2483","costo",0,-0.2,0.4
"2484","fuerte",0.8,0.6,1
"2485","visible",0.2,0.8,0.4
"2486","cena",0.8,0.6,1
"2487","tubo",0,-0.2,0.8
"2488","billete",0.6,0,0.8
"2489","sinopsis",0.6,0.6,0.4
"2490","artificial",-0.6,-0.4,0.8
"2491","cómic",0.6,0.6,1
"2492","suavemente",0.8,0.8,0.8
"2493","ingeniería",0,0.4,0
"2494","pasaje",0.6,0.2,1
"2495","combinación",0,0.4,0
"2496","turno",-0.4,-0.4,0.2
"2497","seno",0.4,-0.6,0.8
"2498","hierba",1,0,1
"2499","circular",0.2,0.4,0.2
"2500","incapaz",-0.8,-0.8,0
"2501","orar",-0.2,0.6,0.6
"2502","socio",0,0.6,0.4
"2503","aportar",0.4,1,0.4
"2504","democracia",1,0.8,-0.2
"2505","guitarrista",0.8,0.8,1
"2506","escritura",0.6,0.8,0.8
"2507","ampliar",0.8,0.6,0.4
"2508","sed",-0.6,0,0.2
"2509","alegrar",0.6,0.8,0.4
"2510","emisión",0.2,0.6,-0.2
"2511","tráfico",-0.6,0.2,1
"2512","convocar",0.4,0.8,0.6
"2513","espectador",0.2,-0.6,1
"2514","caro",-1,-0.4,0.6
"2515","desgracia",-0.8,-0.2,0.8
"2516","transmisión",0,0.6,-0.2
"2517","líquido",0.4,0.4,1
"2518","confusión",0,0.2,0.2
"2519","fachada",-0.2,-0.2,0.2
"2520","matemático",0.2,0.2,0.6
"2521","digital",0.2,0.2,0.4
"2522","campana",0.2,0.6,1
"2523","extraordinario",0.8,0.6,0.6
"2524","piloto",0.2,0.4,0
"2525","aeronave",0.2,0.4,0.6
"2526","pasajero",0.6,0.2,0.8
"2527","fugaz",0.6,0.2,0.4
"2528","apellido",0,-0.4,1
"2529","sujeto",0.4,0.4,0.8
"2530","mismo",0.2,0,0
"2531","chocolate",1,-0.2,1
"2532","vengar",-0.6,0.6,0.8
"2533","chocar",-0.6,1,1
"2534","tiro",-0.4,0.6,0.8
"2535","web",0.6,0.4,0.6
"2536","quieto",0,-1,0.4
"2537","vomitar",-1,1,1
"2538","quizas",0,-0.2,-0.2
"2539","amado",1,0.2,0.4
"2540","disparo",-0.4,0.6,1
"2541","alcance",0,0,0
"2542","presidencial",0,-0.4,0.6
"2543","era",0.4,-0.4,-0.4
"2544","sábana",0.8,-0.4,1
"2545","frecuentemente",0.2,0.4,0
"2546","intelectual",0.6,-0.2,1
"2547","ceniza",-0.2,-0.4,1
"2548","territorial",-0.2,0.4,-0.2
"2549","percatar",0.2,0.8,0
"2550","music",0.6,0.4,0.6
"2551","colonial",0.4,0.2,1
"2552","proclamar",0.4,1,0.4
"2553","acumular",0,1,0.8
"2554","enfrentamiento",-0.6,0.8,0.8
"2555","natural",0.8,-0.2,0.8
"2556","mando",0.2,0.6,0.8
"2557","paloma",0.6,0.4,1
"2558","vas",0.4,0.8,0.2
"2559","pétalo",1,-0.4,1
"2560","acelerar",0.4,1,0.6
"2561","funcionario",-0.2,0.2,0.2
"2562","almohada",0.8,-0.2,1
"2563","particularmente",0.2,0.4,-0.6
"2564","vital",0.8,0.6,0.2
"2565","liberación",1,1,0.4
"2566","profundo",0.4,0.6,0.6
"2567","sustancia",0,-0.6,0
"2568","cáncer",-0.8,-0.2,0.6
"2569","nervio",-0.4,-0.4,0.4
"2570","reina",0.6,0.2,1
"2571","manzana",1,-0.4,1
"2572","encanto",0.6,-0.2,0.2
"2573","doblar",0.2,0.8,0.8
"2574","etimología",0.2,0.4,-0.2
"2575","américa",0.4,0,1
"2576","informe",-0.2,-0.2,-0.6
"2577","consumo",-0.4,0.8,0.4
"2578","armonía",1,-0.4,0.6
"2579","sediento",-0.6,0.4,1
"2580","voltear",0.2,1,0.8
"2581","gordo",-0.2,-0.2,1
"2582","barrera",-0.2,-0.4,1
"2583","aceite",0,-0.4,1
"2584","impregnar",0.6,0.8,0.6
"2585","observación",0.8,0.4,0.6
"2586","parlamento",0.6,0.4,0.8
"2587","delito",-0.4,0.8,1
"2588","tapar",0,0.8,0.8
"2589","paquete",0.2,-0.2,1
"2590","consciente",0.4,0.4,0
"2591","fusionar",0.6,1,0.4
"2592","deje",0.2,-0.2,-0.4
"2593","trago",0.2,-0.2,1
"2594","feria",0.6,-0.2,1
"2595","sorbo",0.2,0,1
"2596","empleo",0.8,1,0.6
"2597","debe",-0.2,0,-0.6
"2598","conservación",0,0.4,0.2
"2599","helar",0.2,0.6,0.8
"2600","uña",-0.4,-1,1
"2601","cristiano",-0.2,0,0.8
"2602","hada",0.8,0.4,1
"2603","aislar",0,0.6,0.6
"2604","ahi",-0.2,0.2,0.4
"2605","inocencia",0.6,-0.4,0.4
"2606","destrozar",-0.2,1,0.8
"2607","verso",0.4,-0.2,0.2
"2608","microsoft",0,0.2,0.8
"2609","culto",-0.6,0.6,0.8
"2610","archivo",0.2,-0.4,0.6
"2611","ejemplar",0.8,0,0.4
"2612","misa",-0.4,-0.6,0.8
"2613","procedimiento",0,-0.2,0.2
"2614","fusión",0.4,0.8,0.2
"2615","manto",0.6,-0.4,1
"2616","navegar",1,0.6,1
"2617","educativo",0.2,0,1
"2618","curar",0.8,0.8,1
"2619","plano",0.2,-0.6,1
"2620","suspender",0,0,-0.4
"2621","castigo",-1,0.8,1
"2622","boda",0.6,0.4,1
"2623","picar",-0.2,0.8,0.6
"2624","llamada",0,0.8,1
"2625","toclop",0,0,-1
"2626","esfumar",0.2,0.8,0.6
"2627","argumentar",0.4,1,0.6
"2628","índice",0.2,0.2,0.6
"2629","calcular",0.4,0.6,1
"2630","escalofrío",-0.4,0.6,0.8
"2631","tonto",-0.4,0.4,0.8
"2632","pulmón",0,0.2,1
"2633","primero",0.8,0.4,0.2
"2634","tela",0.6,-0.4,1
"2635","lleno",0.2,0,0.8
"2636","realista",0.6,0.6,0.4
"2637","palma",0.2,0,1
"2638","colonia",0,-0.2,0.4
"2639","falda",-0.2,-0.4,1
"2640","entrevista",-0.2,0.6,0.6
"2641","montón",0.4,0,0.6
"2642","sacrificio",0,0.4,0.4
"2643","práctica",0.6,1,0.6
"2644","perciforme",0.4,-0.4,0
"2645","agrupación",0.4,0.4,1
"2646","asistencia",0.6,0.6,0.6
"2647","navidad",1,-0.8,0.8
"2648","penumbra",-0.2,-0.6,0.2
"2649","extraer",0,1,0.8
"2650","separación",-0.4,0.8,0.4
"2651","conducta",0,0.4,-0.2
"2652","digno",1,0.4,0
"2653","templar",0.6,0.8,0.4
"2654","tronco",0.2,-0.2,1
"2655","grita",-0.2,0.4,0.4
"2656","estómago",0,-0.2,0.6
"2657","atmósfera",0.4,0,-0.2
"2658","escritorio",0.2,-0.4,1
"2659","paciente",0.4,-0.2,1
"2660","añorar",-0.4,0.2,0.4
"2661","fundir",-0.2,0.6,0.8
"2662","rico",0.6,0.2,1
"2663","adornar",0.8,0.8,1
"2664","pasajero",0.2,-0.2,0.2
"2665","lateral",0,-0.2,-0.4
"2666","programación",0.6,0.6,0.6
"2667","maria",-0.2,-0.2,0
"2668","dictadura",-0.8,0.8,0.4
"2669","global",0,-0.2,0.8
"2670","proteína",0.2,0.6,-0.8
"2671","ansiedad",-1,0.8,0.6
"2672","explotación",-0.6,1,1
"2673","exterior",0.4,-0.2,1
"2674","vegetación",0.8,-0.2,1
"2675","miseria",-0.8,-0.2,0.8
"2676","culpable",-0.6,0.6,0
"2677","claridad",0.8,-0.2,1
"2678","secreto",-0.2,0.2,0.6
"2679","naranja",0.8,0.2,1
"2680","teatral",0.2,0.8,0.8
"2681","caza",-0.4,0.8,1
"2682","gigante",-0.2,-0.2,1
"2683","examen",-0.4,0,1
"2684","plantear",0,0.8,0.6
"2685","asignar",0,0.8,-0.2
"2686","amanecer",1,0.4,1
"2687","fallar",-1,0.6,0.8
"2688","corriente",0.2,0.2,0.4
"2689","sera",0.2,-0.2,0.8
"2690","deshacer",-0.2,0.8,0.4
"2691","celo",-0.4,0.2,0.4
"2692","jurídico",-0.2,-0.4,0.2
"2693","primitivo",-0.2,-0.4,0.4
"2694","rescatar",0.6,1,1
"2695","sollozo",-1,0.2,1
"2696","gobernación",0,0.2,-0.2
"2697","agotar",-0.4,-0.2,0.2
"2698","bala",-0.4,0.6,1
"2699","partícula",0.4,0.4,-0.6
"2700","mudo",-0.6,-1,1
"2701","regimiento",0.2,0.4,0.8
"2702","revisar",-0.2,0.2,0.2
"2703","volcán",0,0.4,1
"2704","transformación",0.2,0.8,0
"2705","pastor",0.6,0,0.6
"2706","dañar",-1,1,0.4
"2707","agonía",-0.8,0.6,0.2
"2708","lástima",-0.4,-0.2,0.2
"2709","diámetro",0,-0.2,0.8
"2710","hermanar",1,0.4,-0.4
"2711","espina",-0.6,-0.2,1
"2712","computador",0.6,0.6,0.6
"2713","esfera",0.2,0,1
"2714","bandera",0.4,-0.4,0.8
"2715","castigar",-1,1,1
"2716","influir",0.4,0.8,0.6
"2717","super",0.6,0.6,0.4
"2718","prolongar",-0.2,0.6,0
"2719","desnudar",0.6,1,1
"2720","masivo",-0.2,0.2,0.8
"2721","ligeramente",0.2,0.2,0
"2722","hueco",-0.2,0,0.6
"2723","analizar",0,1,0.4
"2724","alrededor",0.2,-0.4,0.4
"2725","defecto",-0.4,-0.2,1
"2726","realización",0.8,0.8,0.4
"2727","penar",-0.8,0.4,0.8
"2728","tragedia",-1,0.2,0.6
"2729","compra",0.4,1,1
"2730","gigante",0,0.4,1
"2731","residencia",0.6,0,0.8
"2732","diálogo",1,1,1
"2733","datar",0,0.8,0.4
"2734","rebelión",-0.4,1,1
"2735","investigador",0.4,0.6,1
"2736","afuera",0.2,-0.2,0.8
"2737","dvd",0.2,-0.2,1
"2738","film",0.8,0.2,1
"2739","caos",-0.4,0,0.4
"2740","administrativo",-0.2,-1,0
"2741","inversión",0.2,0.8,0.6
"2742","señorito",0.2,0.2,1
"2743","guiar",0.4,1,1
"2744","correo",0,0,0.8
"2745","bebé",0.6,0.4,1
"2746","enojar",-0.6,0.8,0.4
"2747","juzgar",0,0.6,0.4
"2748","juvenil",0.6,-0.2,0.6
"2749","constantemente",0,-0.2,-0.4
"2750","poblado",0,0,0.8
"2751","antigüedad",0,-0.6,0.4
"2752","nadar",0.8,1,1
"2753","respectar",0,0.2,-1
"2754","resignar",-0.4,0,-0.4
"2755","inmóvil",0,-1,0.4
"2756","masculino",0.2,-0.4,0.4
"2757","anhelar",0.2,0.4,-0.2
"2758","músculo",0.2,0.2,0.8
"2759","influenciar",-0.2,0.8,0.2
"2760","top",0.2,-0.4,0.4
"2761","vecino",0.4,0,0.6
"2762","infantería",0,0.6,0.6
"2763","remedio",0,0,1
"2764","esencial",0.2,-0.2,-0.4
"2765","quinto",0,0.2,0
"2766","narrar",0.6,1,1
"2767","luminoso",0.8,0,0.8
"2768","trasero",-0.2,-0.4,0.4
"2769","tornar",0,1,-0.2
"2770","platicar",0.4,0.8,1
"2771","cinematográfico",0.8,0.4,0.6
"2772","anoche",0.6,-0.2,0.6
"2773","experimento",0.2,0.6,0.6
"2774","forestal",0.8,0.2,0.8
"2775","fragmento",0.4,-0.4,0.2
"2776","alternativa",0.6,0.4,-0.4
"2777","queso",0.8,-0.2,1
"2778","inmensidad",0.6,-0.2,-0.6
"2779","gloria",0.8,0.2,0
"2780","sentencia",-0.2,0,0.2
"2781","exclusivamente",0.2,0,-0.6
"2782","estrecho",0,-0.2,0.6
"2783","adicional",0.2,0,-0.2
"2784","útil",1,0.8,0.2
"2785","adorar",0.4,0.8,0.6
"2786","variación",0.4,0.4,0
"2787","aparentemente",0.2,-0.2,-0.2
"2788","entrenamiento",0.2,0.6,0.8
"2789","marítimo",0.4,0.2,0.6
"2790","inevitable",0.2,0,0.2
"2791","llanura",0.6,-0.8,1
"2792","estan",0,0.2,0.4
"2793","mariano",0.2,-0.2,-0.2
"2794","prisionero",-0.8,-0.4,1
"2795","absolutamente",0.2,-0.2,-0.4
"2796","sabiduría",1,0,0.4
"2797","concilio",0.6,0.2,0.2
"2798","ejecutivo",0.2,0.4,0.6
"2799","subespecie",0,-0.4,-0.6
"2800","iniciativa",0.8,0.8,0.8
"2801","suspirar",0.6,0.6,1
"2802","veneno",-0.6,-0.2,1
"2803","largar",-0.2,0.8,1
"2804","influyente",-0.2,1,0.4
"2805","sutil",0.6,-0.4,0
"2806","exclamar",0,1,0.8
"2807","ardiente",0.2,0.2,0.8
"2808","estrecho",0,-0.4,0.8
"2809","euro",0.2,-0.2,0.8
"2810","objetivo",0.6,0.4,0.8
"2811","facilitar",0.4,0.8,0.2
"2812","sedar",0,0.4,1
"2813","profesión",0.2,0.2,0.6
"2814","septentrional",0.2,-0.4,0.2
"2815","investigar",0.8,1,1
"2816","campamento",0.8,0.2,1
"2817","horror",-0.4,0,1
"2818","subtropical",0.4,-0.6,0.6
"2819","cerdo",0.2,0.2,1
"2820","postura",0,-0.2,1
"2821","barra",-0.2,-0.2,0.8
"2822","perspectiva",0.6,0.2,0.2
"2823","esclavo",-0.8,0,1
"2824","absorber",0.2,0.8,1
"2825","responsable",0.8,0.6,0.6
"2826","chico",0.4,0,1
"2827","ansioso",0,0.2,0.8
"2828","cero",-0.4,-0.2,1
"2829","deja",0,0.2,0.2
"2830","enamorado",1,0.6,1
"2831","sinfónico",0.8,0,0.4
"2832","caballería",0.8,0.6,1
"2833","amoroso",1,0.8,1
"2834","sabana",0.4,-0.4,0.8
"2835","contraer",-0.2,0.6,0.4
"2836","visual",0.4,-0.4,-0.2
"2837","vincular",0.6,0.6,0
"2838","terremoto",-1,0.8,0.8
"2839","licenciar",0.4,0.4,-0.4
"2840","republicano",0.2,0.2,0
"2841","giro",0,0.2,0.2
"2842","elegante",1,0,1
"2843","aguar",-0.4,0.2,0
"2844","melancolía",-1,-0.4,0.6
"2845","comparación",-0.2,0.8,0.4
"2846","miembro",0.2,0,0.6
"2847","ángulo",-0.2,-0.6,1
"2848","atracción",1,0.8,0.6
"2849","reojo",-0.2,0.4,0.8
"2850","significado",0.4,0.2,0.8
"2851","congelar",-0.6,0,1
"2852","pistola",-1,0.6,1
"2853","amable",1,1,1
"2854","comedia",1,0.4,0.8
"2855","central",-0.2,-0.4,0.6
"2856","doloroso",-1,1,1
"2857","facilidad",1,-0.6,1
"2858","sublime",1,-0.2,0.2
"2859","prado",0.8,-0.8,1
"2860","tejer",0.4,1,1
"2861","flujo",0.2,0.4,0.8
"2862","enfermero",-0.2,0.8,1
"2863","paciencia",0.8,0,1
"2864","térmico",0.6,0.8,0.8
"2865","civilización",0.6,0.6,1
"2866","introducción",0,0.2,0.6
"2867","pionero",0.8,1,0.4
"2868","ramal",0,0,0.6
"2869","peña",0.4,0.2,1
"2870","angel",1,0.4,0.8
"2871","rubio",0.2,0,1
"2872","cajón",0,-0.2,1
"2873","restauración",0.6,1,0.8
"2874","lógica",0.4,0.6,0.6
"2875","that",0,0.2,0.4
"2876","sien",0,0.2,1
"2877","contento",1,0.4,1
"2878","administrativo",-0.2,0.4,0.2
"2879","taxi",0,0.8,1
"2880","petición",0,0.8,0
